Datetime,Open,High,Low,Close,Adj Close,Volume,Sentiment
2023-03-06 09:30:00,153.78500366210900,155.02999877929700,153.46009826660200,154.64999389648400,154.64999389648400,11318409,0.47
2023-03-06 09:45:00,154.66000366210900,154.90499877929700,153.4600067138670,154.42990112304700,154.42990112304700,5197471,-0.08
2023-03-06 10:00:00,154.41000366210900,154.88999938964800,154.13999938964800,154.83999633789100,154.83999633789100,4386278,0.27
2023-03-06 10:15:00,154.8300018310550,155.25,154.66000366210900,155.02999877929700,155.02999877929700,3274000,-0.78
2023-03-06 10:30:00,155.031005859375,155.52999877929700,154.75999450683600,155.4499969482420,155.4499969482420,3594663,-0.4
2023-03-06 10:45:00,155.4499969482420,155.5800018310550,155.1199951171880,155.14669799804700,155.14669799804700,4315058,0.64
2023-03-06 11:00:00,155.14999389648400,155.88999938964800,155.14999389648400,155.86000061035200,155.86000061035200,3027351,0.92
2023-03-06 11:15:00,155.87550354003900,156.07000732421900,155.3699951171880,155.39999389648400,155.39999389648400,3508174,-0.96
2023-03-06 11:30:00,155.39500427246100,155.8000030517580,155.31350708007800,155.8000030517580,155.8000030517580,2201328,-0.94
2023-03-06 11:45:00,155.79010009765600,155.875,155.4499969482420,155.73500061035200,155.73500061035200,1798995,0.07
2023-03-06 12:00:00,155.73500061035200,156.1199951171880,155.67709350585900,156.11000061035200,156.11000061035200,2729500,0.5
2023-03-06 12:15:00,156.110107421875,156.3000030517580,155.83999633789100,155.90499877929700,155.90499877929700,2387697,0.19
2023-03-06 12:30:00,155.9001007080080,155.9001007080080,155.5,155.5,155.5,1995413,-0.96
2023-03-06 12:45:00,155.5,155.50999450683600,154.9600067138670,155.05999755859400,155.05999755859400,2786553,0.76
2023-03-06 13:00:00,155.05999755859400,155.19000244140600,154.8415069580080,155.14999389648400,155.14999389648400,2038465,0.65
2023-03-06 13:15:00,155.15499877929700,155.44500732421900,154.99000549316400,155.10989379882800,155.10989379882800,2184340,0.68
2023-03-06 13:30:00,155.10000610351600,155.17999267578100,154.6699981689450,154.97500610351600,154.97500610351600,1936041,0.71
2023-03-06 13:45:00,154.97000122070300,154.97500610351600,154.5,154.5500030517580,154.5500030517580,1782601,-0.2
2023-03-06 14:00:00,154.5500030517580,154.6300048828130,154.2299041748050,154.4243927001950,154.4243927001950,2546882,0.93
2023-03-06 14:15:00,154.4199981689450,154.4250030517580,154.00999450683600,154.27000427246100,154.27000427246100,1941959,0.8
2023-03-06 14:30:00,154.25999450683600,154.5,154.1199951171880,154.5,154.5,2027054,0.99
2023-03-06 14:45:00,154.49000549316400,154.49000549316400,153.9600067138670,154.1175994873050,154.1175994873050,1998054,0.84
2023-03-06 15:00:00,154.1199951171880,154.29580688476600,153.8784942626950,154.0399932861330,154.0399932861330,2196360,-0.67
2023-03-06 15:15:00,154.0449981689450,154.08999633789100,153.8000030517580,153.94000244140600,153.94000244140600,1851597,-0.98
2023-03-06 15:30:00,153.9499969482420,154.14999389648400,153.82000732421900,154.09500122070300,154.09500122070300,2208492,-0.75
2023-03-06 15:45:00,154.10000610351600,154.19000244140600,153.6999969482420,153.8699951171880,153.8699951171880,4249766,0.44
2023-03-07 09:30:00,153.6999969482420,154.0299072265630,153.14999389648400,153.60000610351600,153.60000610351600,4800270,-0.86
2023-03-07 09:45:00,153.59750366210900,153.92999267578100,153.4499969482420,153.84759521484400,153.84759521484400,1950449,-0.51
2023-03-07 10:00:00,153.85000610351600,153.86000061035200,151.77999877929700,152.1999969482420,152.1999969482420,4583782,0.08
2023-03-07 10:15:00,152.2100067138670,152.75999450683600,151.85000610351600,152.44500732421900,152.44500732421900,2522336,-0.98
2023-03-07 10:30:00,152.4510040283200,153.6300048828130,152.32000732421900,152.72000122070300,152.72000122070300,2717954,-0.84
