Datetime,Open,High,Low,Close,Adj Close,Volume,Sentiment
2023-03-06 09:30:00,94.01499938964840,94.66709899902340,94.0,94.37999725341800,94.37999725341800,3118683,-0.33
2023-03-06 09:45:00,94.3812026977539,94.87999725341800,94.22000122070310,94.87000274658200,94.87000274658200,1550033,-0.95
2023-03-06 10:00:00,94.8499984741211,94.99500274658200,94.69010162353520,94.91999816894530,94.91999816894530,1386361,0.3
2023-03-06 10:15:00,94.91999816894530,95.2874984741211,94.83999633789060,95.26000213623050,95.26000213623050,1371947,0.85
2023-03-06 10:30:00,95.26000213623050,95.5,95.16500091552730,95.45999908447270,95.45999908447270,1186460,-0.06
2023-03-06 10:45:00,95.47000122070310,95.57499694824220,95.42500305175780,95.51000213623050,95.51000213623050,1267772,-0.24
2023-03-06 11:00:00,95.51000213623050,95.7699966430664,95.45999908447270,95.70999908447270,95.70999908447270,1104376,0.38
2023-03-06 11:15:00,95.70999908447270,95.97000122070310,95.66000366210940,95.69000244140630,95.69000244140630,1232572,-0.53
2023-03-06 11:30:00,95.69499969482420,95.83000183105470,95.62000274658200,95.72000122070310,95.72000122070310,833301,0.35
2023-03-06 11:45:00,95.72000122070310,95.75,95.54000091552730,95.6050033569336,95.6050033569336,872627,-0.17
2023-03-06 12:00:00,95.5999984741211,95.67900085449220,95.48999786376950,95.67500305175780,95.67500305175780,645267,0.09
2023-03-06 12:15:00,95.68000030517580,95.76000213623050,95.5999984741211,95.7300033569336,95.7300033569336,715199,-0.98
2023-03-06 12:30:00,95.73500061035160,95.73999786376950,95.41000366210940,95.41999816894530,95.41999816894530,659015,-0.83
2023-03-06 12:45:00,95.41000366210940,95.42500305175780,95.16000366210940,95.30999755859380,95.30999755859380,911526,-0.93
2023-03-06 13:00:00,95.30500030517580,95.35269927978520,95.08999633789060,95.30000305175780,95.30000305175780,753241,-0.79
2023-03-06 13:15:00,95.27999877929690,95.4749984741211,95.25900268554690,95.43589782714840,95.43589782714840,548564,-0.41
2023-03-06 13:30:00,95.43000030517580,95.45500183105470,95.20500183105470,95.2699966430664,95.2699966430664,499880,0.54
2023-03-06 13:45:00,95.26499938964840,95.31999969482420,95.16000366210940,95.19499969482420,95.19499969482420,669940,0.52
2023-03-06 14:00:00,95.19499969482420,95.43499755859380,95.16500091552730,95.42369842529300,95.42369842529300,1187985,0.27
2023-03-06 14:15:00,95.42500305175780,95.45500183105470,95.26499938964840,95.36000061035160,95.36000061035160,645482,-0.69
2023-03-06 14:30:00,95.35700225830080,95.43000030517580,95.30999755859380,95.40750122070310,95.40750122070310,584895,0.06
2023-03-06 14:45:00,95.4000015258789,95.40499877929690,95.19000244140630,95.25,95.25,805373,-0.77
